,,,CategoryTag,TypeTag,EnglishTag,Adjusted_EnglishTag,BuildTag
,V,MGA,Durchfluss,Stadtgasverbrauch,Town gas consumption,City gas,HC1
,V,MGA,Durchfluss,Stadtgasverbrauch,Town gas consumption,City gas,HC2
,V,MGA,Durchfluss,Stadtgasverbrauch,Town gas consumption,City gas,HC3
,V,MGA,Durchfluss,Stadtgasverbrauch,Town gas consumption,City gas,HC4
,V,MGA,Durchfluss,Stadtgasverbrauch,Town gas consumption,City gas,HC4
,V,MGA,Durchfluss,Stadtgasverbrauch,Town gas consumption,City gas,HC4
,V,MGA,Durchfluss,Stadtgasverbrauch,Town gas consumption,City gas,HC5
,V,MGA,Durchfluss,Stadtgasverbrauch,Town gas consumption,City gas,HC5
,V,MGA,Durchfluss,Stadtgasverbrauch,Town gas consumption,City gas,HCI
,V,MGA,Durchfluss,Stadtgasverbrauch,Town gas consumption,City gas,HEZ
,V,MGA,Durchfluss,Stadtgasverbrauch,Town gas consumption,City gas,HEZ
,V,MGA,Durchfluss,Stadtgasverbrauch,Town gas consumption,City gas,HEZ
,V,MGA,Durchfluss,Stadtgasverbrauch,Town gas consumption,City gas,HEZ
,V,MGA,Durchfluss,Stadtgasverbrauch,Town gas consumption,City gas,HIT
,VP,MGA,Durchfluss,Stadtgasverbrauch,Town gas consumption,City gas,HIT
,V,MGA,Durchfluss,Stadtgasverbrauch,Town gas consumption,City gas,HPM
,V,MGW,Durchfluss,Grauwasserverbrauch,Grey water consumption,Grey water,HC1
,V,MGW,Durchfluss,Grauwasserverbrauch,Grey water consumption,Grey water,HC1
,V,MGW,Durchfluss,Grauwasserverbrauch,Grey water consumption,Grey water,HC1
,V,MGW,Durchfluss,Grauwasserverbrauch,Grey water consumption,Grey water,HC1
,V,MGW,Durchfluss,Grauwasserverbrauch,Grey water consumption,Grey water,HC1
,V,MGW,Durchfluss,Grauwasserverbrauch,Grey water consumption,Grey water,HCI
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC0
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC0
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC1
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC1
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC2
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC3
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC3
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC3
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HC4
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC5
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC5
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC5
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC5
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC5
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HC5
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HC5
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HC5
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HC5
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HC5
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HC5
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HC5
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HCI
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HDB
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HDB
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HDB
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HDB
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HDB
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HEZ
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HIF
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HIF
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HIG
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HIL
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HIL
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HIP
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HIP
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HIP
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HIP
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HIQ
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HIQ
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HIQ
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HIQ
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HIR
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HIR
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HIR
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HIR
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,,,,,,,
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HIT
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HIV
,,,,,,,
,,,,,,,
,,,,,,,
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HIZ
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HKK
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HKK
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HKK
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HKK
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPF
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPF
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPH
,,,,,,,
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPH
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPI
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPI
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPK
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPK
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPK
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPK
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPK
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPK
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPK
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPM
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPM
,,,,,,,
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPM
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPM
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPM
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPM
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPM
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPM
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPM
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPP
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPP
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPP
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPP
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPP
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPP
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPP
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPP
,,,,,,,
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPP
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPP
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPP
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPP
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPP
,,,,,,,
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPP
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPR
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPR
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPR
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPR
,,,,,,,
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPR
,,,,,,,
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPR
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPR
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPS
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPS
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPS
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPS
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPS
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,V,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPT
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPV
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPZ
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HPZ
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPZ
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPZ
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPZ
,TR,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPZ
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPZ
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPZ
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPZ
,TV,MHE,Temperatur,Wärmeverbrauch,Heat consumption,Heating energy,HPZ
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPZ
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPZ
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPZ
,VP,MHE,Durchfluss,Wärmeverbrauch,Heat consumption,Heating energy,HPZ
,QW,MHE,Energie,Wärmeverbrauch,Heat consumption,Heating energy,HXE
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC0
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC0
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC0
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC0
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC1
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC1
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC2
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC3
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC3
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC3
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC4
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC4
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC4
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC4
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC4
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC4
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC5
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC5
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HC5
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HCI
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HCI
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HDB
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HDB
,TR,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HDB
,,,,,,,
,TV,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HDB
,,,,,,,
,VP,MKA,Durchfluss,Kälteverbrauch,Cooling energy consumption,Cooling energy,HDB
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HEZ
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HEZ
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HEZ
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HEZ
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HEZ
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HEZ
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HEZ
,,,,,,,
,,,,,,,
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HEZ
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HEZ
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HEZ
,,,,,,,
,,,,,,,
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HEZ
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HEZ
,,,,,,,
,,,,,,,
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HEZ
